interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,ontario,ontario_northeast,ontario_northwest,ontario_southwest,ontario_southeast
2025-05-20 00:00:00-05:00,2025-05-20 05:00:00+00:00,2025-05-20 01:00:00-05:00,2025-05-20 06:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,12480.0,1189.0,518.0,4265.0,6508.0
2025-05-20 01:00:00-05:00,2025-05-20 06:00:00+00:00,2025-05-20 02:00:00-05:00,2025-05-20 07:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,12276.0,1196.0,517.0,4198.0,6365.0
2025-05-20 02:00:00-05:00,2025-05-20 07:00:00+00:00,2025-05-20 03:00:00-05:00,2025-05-20 08:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,12209.0,1200.0,518.0,4191.0,6300.0
2025-05-20 03:00:00-05:00,2025-05-20 08:00:00+00:00,2025-05-20 04:00:00-05:00,2025-05-20 09:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,12331.0,1170.0,492.0,4334.0,6335.0
2025-05-20 04:00:00-05:00,2025-05-20 09:00:00+00:00,2025-05-20 05:00:00-05:00,2025-05-20 10:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,13323.0,1155.0,483.0,4513.0,6617.0
2025-05-20 05:00:00-05:00,2025-05-20 10:00:00+00:00,2025-05-20 06:00:00-05:00,2025-05-20 11:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14428.0,1205.0,488.0,4915.0,7265.0
2025-05-20 06:00:00-05:00,2025-05-20 11:00:00+00:00,2025-05-20 07:00:00-05:00,2025-05-20 12:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14929.0,1233.0,447.0,5351.0,7898.0
2025-05-20 07:00:00-05:00,2025-05-20 12:00:00+00:00,2025-05-20 08:00:00-05:00,2025-05-20 13:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,15042.0,1220.0,458.0,5427.0,7937.0
2025-05-20 08:00:00-05:00,2025-05-20 13:00:00+00:00,2025-05-20 09:00:00-05:00,2025-05-20 14:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,15021.0,1205.0,452.0,5395.0,7969.0
2025-05-20 09:00:00-05:00,2025-05-20 14:00:00+00:00,2025-05-20 10:00:00-05:00,2025-05-20 15:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14885.0,1172.0,432.0,5345.0,7936.0
2025-05-20 10:00:00-05:00,2025-05-20 15:00:00+00:00,2025-05-20 11:00:00-05:00,2025-05-20 16:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14664.0,1135.0,413.0,5243.0,7873.0
2025-05-20 11:00:00-05:00,2025-05-20 16:00:00+00:00,2025-05-20 12:00:00-05:00,2025-05-20 17:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14784.0,1124.0,412.0,5264.0,7984.0
2025-05-20 12:00:00-05:00,2025-05-20 17:00:00+00:00,2025-05-20 13:00:00-05:00,2025-05-20 18:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14803.0,1127.0,409.0,5274.0,7993.0
2025-05-20 13:00:00-05:00,2025-05-20 18:00:00+00:00,2025-05-20 14:00:00-05:00,2025-05-20 19:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14904.0,1142.0,417.0,5298.0,8047.0
2025-05-20 14:00:00-05:00,2025-05-20 19:00:00+00:00,2025-05-20 15:00:00-05:00,2025-05-20 20:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,15155.0,1155.0,427.0,5337.0,8236.0
2025-05-20 15:00:00-05:00,2025-05-20 20:00:00+00:00,2025-05-20 16:00:00-05:00,2025-05-20 21:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,15708.0,1179.0,432.0,5526.0,8571.0
2025-05-20 16:00:00-05:00,2025-05-20 21:00:00+00:00,2025-05-20 17:00:00-05:00,2025-05-20 22:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,16286.0,1204.0,437.0,5724.0,8921.0
2025-05-20 17:00:00-05:00,2025-05-20 22:00:00+00:00,2025-05-20 18:00:00-05:00,2025-05-20 23:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,16300.0,1202.0,437.0,5715.0,8946.0
2025-05-20 18:00:00-05:00,2025-05-20 23:00:00+00:00,2025-05-20 19:00:00-05:00,2025-05-21 00:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,16340.0,1237.0,496.0,5703.0,8904.0
2025-05-20 19:00:00-05:00,2025-05-21 00:00:00+00:00,2025-05-20 20:00:00-05:00,2025-05-21 01:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,16469.0,1266.0,532.0,5745.0,8926.0
2025-05-20 20:00:00-05:00,2025-05-21 01:00:00+00:00,2025-05-20 21:00:00-05:00,2025-05-21 02:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,16328.0,1266.0,539.0,5698.0,8825.0
2025-05-20 21:00:00-05:00,2025-05-21 02:00:00+00:00,2025-05-20 22:00:00-05:00,2025-05-21 03:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,15431.0,1264.0,540.0,5353.0,8274.0
2025-05-20 22:00:00-05:00,2025-05-21 03:00:00+00:00,2025-05-20 23:00:00-05:00,2025-05-21 04:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,14421.0,1235.0,516.0,5053.0,7617.0
2025-05-20 23:00:00-05:00,2025-05-21 04:00:00+00:00,2025-05-21 00:00:00-05:00,2025-05-21 05:00:00+00:00,2025-05-20 12:20:42-05:00,2025-05-20 17:20:42+00:00,13606.0,1216.0,492.0,4833.0,7065.0
2025-05-21 00:00:00-05:00,2025-05-21 05:00:00+00:00,2025-05-21 01:00:00-05:00,2025-05-21 06:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,12930.0,1222.0,494.0,4496.0,6718.0
2025-05-21 01:00:00-05:00,2025-05-21 06:00:00+00:00,2025-05-21 02:00:00-05:00,2025-05-21 07:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,12576.0,1211.0,485.0,4423.0,6457.0
2025-05-21 02:00:00-05:00,2025-05-21 07:00:00+00:00,2025-05-21 03:00:00-05:00,2025-05-21 08:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,12309.0,1181.0,469.0,4367.0,6292.0
2025-05-21 03:00:00-05:00,2025-05-21 08:00:00+00:00,2025-05-21 04:00:00-05:00,2025-05-21 09:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,12431.0,1184.0,471.0,4423.0,6353.0
2025-05-21 04:00:00-05:00,2025-05-21 09:00:00+00:00,2025-05-21 05:00:00-05:00,2025-05-21 10:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,13399.0,1183.0,468.0,4566.0,6651.0
2025-05-21 05:00:00-05:00,2025-05-21 10:00:00+00:00,2025-05-21 06:00:00-05:00,2025-05-21 11:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,14550.0,1224.0,467.0,4923.0,7309.0
2025-05-21 06:00:00-05:00,2025-05-21 11:00:00+00:00,2025-05-21 07:00:00-05:00,2025-05-21 12:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15129.0,1271.0,422.0,5389.0,8047.0
2025-05-21 07:00:00-05:00,2025-05-21 12:00:00+00:00,2025-05-21 08:00:00-05:00,2025-05-21 13:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15442.0,1252.0,443.0,5500.0,8247.0
2025-05-21 08:00:00-05:00,2025-05-21 13:00:00+00:00,2025-05-21 09:00:00-05:00,2025-05-21 14:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15521.0,1222.0,442.0,5528.0,8329.0
2025-05-21 09:00:00-05:00,2025-05-21 14:00:00+00:00,2025-05-21 10:00:00-05:00,2025-05-21 15:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15585.0,1209.0,431.0,5580.0,8365.0
2025-05-21 10:00:00-05:00,2025-05-21 15:00:00+00:00,2025-05-21 11:00:00-05:00,2025-05-21 16:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15564.0,1190.0,422.0,5542.0,8410.0
2025-05-21 11:00:00-05:00,2025-05-21 16:00:00+00:00,2025-05-21 12:00:00-05:00,2025-05-21 17:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15634.0,1194.0,422.0,5555.0,8463.0
2025-05-21 12:00:00-05:00,2025-05-21 17:00:00+00:00,2025-05-21 13:00:00-05:00,2025-05-21 18:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15803.0,1224.0,423.0,5611.0,8545.0
2025-05-21 13:00:00-05:00,2025-05-21 18:00:00+00:00,2025-05-21 14:00:00-05:00,2025-05-21 19:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15954.0,1248.0,432.0,5657.0,8617.0
2025-05-21 14:00:00-05:00,2025-05-21 19:00:00+00:00,2025-05-21 15:00:00-05:00,2025-05-21 20:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15955.0,1251.0,434.0,5624.0,8646.0
2025-05-21 15:00:00-05:00,2025-05-21 20:00:00+00:00,2025-05-21 16:00:00-05:00,2025-05-21 21:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,16158.0,1274.0,441.0,5627.0,8816.0
2025-05-21 16:00:00-05:00,2025-05-21 21:00:00+00:00,2025-05-21 17:00:00-05:00,2025-05-21 22:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,16386.0,1279.0,436.0,5703.0,8968.0
2025-05-21 17:00:00-05:00,2025-05-21 22:00:00+00:00,2025-05-21 18:00:00-05:00,2025-05-21 23:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,16300.0,1284.0,429.0,5651.0,8936.0
2025-05-21 18:00:00-05:00,2025-05-21 23:00:00+00:00,2025-05-21 19:00:00-05:00,2025-05-22 00:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,16290.0,1286.0,487.0,5621.0,8896.0
2025-05-21 19:00:00-05:00,2025-05-22 00:00:00+00:00,2025-05-21 20:00:00-05:00,2025-05-22 01:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,16469.0,1302.0,517.0,5660.0,8990.0
2025-05-21 20:00:00-05:00,2025-05-22 01:00:00+00:00,2025-05-21 21:00:00-05:00,2025-05-22 02:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,16278.0,1306.0,531.0,5590.0,8851.0
2025-05-21 21:00:00-05:00,2025-05-22 02:00:00+00:00,2025-05-21 22:00:00-05:00,2025-05-22 03:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,15431.0,1295.0,527.0,5296.0,8313.0
2025-05-21 22:00:00-05:00,2025-05-22 03:00:00+00:00,2025-05-21 23:00:00-05:00,2025-05-22 04:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,14421.0,1262.0,517.0,4990.0,7652.0
2025-05-21 23:00:00-05:00,2025-05-22 04:00:00+00:00,2025-05-22 00:00:00-05:00,2025-05-22 05:00:00+00:00,2025-05-21 12:20:54-05:00,2025-05-21 17:20:54+00:00,13606.0,1228.0,503.0,4724.0,7151.0
2025-05-22 00:00:00-05:00,2025-05-22 05:00:00+00:00,2025-05-22 01:00:00-05:00,2025-05-22 06:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,13074.0,1206.0,484.0,4584.0,6800.0
2025-05-22 01:00:00-05:00,2025-05-22 06:00:00+00:00,2025-05-22 02:00:00-05:00,2025-05-22 07:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,12763.0,1195.0,470.0,4532.0,6566.0
2025-05-22 02:00:00-05:00,2025-05-22 07:00:00+00:00,2025-05-22 03:00:00-05:00,2025-05-22 08:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,12603.0,1186.0,481.0,4513.0,6423.0
2025-05-22 03:00:00-05:00,2025-05-22 08:00:00+00:00,2025-05-22 04:00:00-05:00,2025-05-22 09:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,12673.0,1179.0,480.0,4544.0,6470.0
2025-05-22 04:00:00-05:00,2025-05-22 09:00:00+00:00,2025-05-22 05:00:00-05:00,2025-05-22 10:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,13463.0,1205.0,481.0,4658.0,6732.0
2025-05-22 05:00:00-05:00,2025-05-22 10:00:00+00:00,2025-05-22 06:00:00-05:00,2025-05-22 11:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,14840.0,1202.0,511.0,4972.0,7555.0
2025-05-22 06:00:00-05:00,2025-05-22 11:00:00+00:00,2025-05-22 07:00:00-05:00,2025-05-22 12:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,15382.0,1252.0,467.0,5432.0,8231.0
2025-05-22 07:00:00-05:00,2025-05-22 12:00:00+00:00,2025-05-22 08:00:00-05:00,2025-05-22 13:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16049.0,1274.0,493.0,5700.0,8582.0
2025-05-22 08:00:00-05:00,2025-05-22 13:00:00+00:00,2025-05-22 09:00:00-05:00,2025-05-22 14:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16163.0,1258.0,495.0,5723.0,8687.0
2025-05-22 09:00:00-05:00,2025-05-22 14:00:00+00:00,2025-05-22 10:00:00-05:00,2025-05-22 15:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16235.0,1241.0,484.0,5771.0,8739.0
2025-05-22 10:00:00-05:00,2025-05-22 15:00:00+00:00,2025-05-22 11:00:00-05:00,2025-05-22 16:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16297.0,1237.0,472.0,5757.0,8831.0
2025-05-22 11:00:00-05:00,2025-05-22 16:00:00+00:00,2025-05-22 12:00:00-05:00,2025-05-22 17:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16247.0,1213.0,467.0,5725.0,8842.0
2025-05-22 12:00:00-05:00,2025-05-22 17:00:00+00:00,2025-05-22 13:00:00-05:00,2025-05-22 18:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16188.0,1209.0,458.0,5739.0,8782.0
2025-05-22 13:00:00-05:00,2025-05-22 18:00:00+00:00,2025-05-22 14:00:00-05:00,2025-05-22 19:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16142.0,1201.0,455.0,5723.0,8763.0
2025-05-22 14:00:00-05:00,2025-05-22 19:00:00+00:00,2025-05-22 15:00:00-05:00,2025-05-22 20:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16111.0,1196.0,450.0,5683.0,8782.0
2025-05-22 15:00:00-05:00,2025-05-22 20:00:00+00:00,2025-05-22 16:00:00-05:00,2025-05-22 21:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16323.0,1227.0,451.0,5713.0,8932.0
2025-05-22 16:00:00-05:00,2025-05-22 21:00:00+00:00,2025-05-22 17:00:00-05:00,2025-05-22 22:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16550.0,1225.0,457.0,5778.0,9090.0
2025-05-22 17:00:00-05:00,2025-05-22 22:00:00+00:00,2025-05-22 18:00:00-05:00,2025-05-22 23:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16462.0,1229.0,452.0,5710.0,9071.0
2025-05-22 18:00:00-05:00,2025-05-22 23:00:00+00:00,2025-05-22 19:00:00-05:00,2025-05-23 00:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16453.0,1242.0,505.0,5665.0,9041.0
2025-05-22 19:00:00-05:00,2025-05-23 00:00:00+00:00,2025-05-22 20:00:00-05:00,2025-05-23 01:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16530.0,1254.0,550.0,5677.0,9049.0
2025-05-22 20:00:00-05:00,2025-05-23 01:00:00+00:00,2025-05-22 21:00:00-05:00,2025-05-23 02:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,16495.0,1272.0,549.0,5682.0,8992.0
2025-05-22 21:00:00-05:00,2025-05-23 02:00:00+00:00,2025-05-22 22:00:00-05:00,2025-05-23 03:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,15679.0,1251.0,544.0,5427.0,8457.0
2025-05-22 22:00:00-05:00,2025-05-23 03:00:00+00:00,2025-05-22 23:00:00-05:00,2025-05-23 04:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,14665.0,1214.0,542.0,5102.0,7807.0
2025-05-22 23:00:00-05:00,2025-05-23 04:00:00+00:00,2025-05-23 00:00:00-05:00,2025-05-23 05:00:00+00:00,2025-05-22 12:20:41-05:00,2025-05-22 17:20:41+00:00,13874.0,1186.0,528.0,4859.0,7301.0
2025-05-23 00:00:00-05:00,2025-05-23 05:00:00+00:00,2025-05-23 01:00:00-05:00,2025-05-23 06:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,13402.0,1194.0,503.0,4672.0,7033.0
2025-05-23 01:00:00-05:00,2025-05-23 06:00:00+00:00,2025-05-23 02:00:00-05:00,2025-05-23 07:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,12886.0,1174.0,491.0,4503.0,6718.0
2025-05-23 02:00:00-05:00,2025-05-23 07:00:00+00:00,2025-05-23 03:00:00-05:00,2025-05-23 08:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,12925.0,1152.0,529.0,4594.0,6650.0
2025-05-23 03:00:00-05:00,2025-05-23 08:00:00+00:00,2025-05-23 04:00:00-05:00,2025-05-23 09:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,13047.0,1156.0,530.0,4630.0,6731.0
2025-05-23 04:00:00-05:00,2025-05-23 09:00:00+00:00,2025-05-23 05:00:00-05:00,2025-05-23 10:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,13927.0,1172.0,527.0,4793.0,7003.0
2025-05-23 05:00:00-05:00,2025-05-23 10:00:00+00:00,2025-05-23 06:00:00-05:00,2025-05-23 11:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,14931.0,1196.0,518.0,5082.0,7549.0
2025-05-23 06:00:00-05:00,2025-05-23 11:00:00+00:00,2025-05-23 07:00:00-05:00,2025-05-23 12:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,15468.0,1239.0,482.0,5515.0,8232.0
2025-05-23 07:00:00-05:00,2025-05-23 12:00:00+00:00,2025-05-23 08:00:00-05:00,2025-05-23 13:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16010.0,1254.0,494.0,5699.0,8563.0
2025-05-23 08:00:00-05:00,2025-05-23 13:00:00+00:00,2025-05-23 09:00:00-05:00,2025-05-23 14:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16175.0,1241.0,491.0,5745.0,8698.0
2025-05-23 09:00:00-05:00,2025-05-23 14:00:00+00:00,2025-05-23 10:00:00-05:00,2025-05-23 15:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16258.0,1217.0,485.0,5790.0,8766.0
2025-05-23 10:00:00-05:00,2025-05-23 15:00:00+00:00,2025-05-23 11:00:00-05:00,2025-05-23 16:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16259.0,1220.0,477.0,5739.0,8823.0
2025-05-23 11:00:00-05:00,2025-05-23 16:00:00+00:00,2025-05-23 12:00:00-05:00,2025-05-23 17:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16212.0,1207.0,470.0,5716.0,8819.0
2025-05-23 12:00:00-05:00,2025-05-23 17:00:00+00:00,2025-05-23 13:00:00-05:00,2025-05-23 18:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,15883.0,1188.0,461.0,5611.0,8623.0
2025-05-23 13:00:00-05:00,2025-05-23 18:00:00+00:00,2025-05-23 14:00:00-05:00,2025-05-23 19:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,15868.0,1188.0,465.0,5603.0,8612.0
2025-05-23 14:00:00-05:00,2025-05-23 19:00:00+00:00,2025-05-23 15:00:00-05:00,2025-05-23 20:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,15919.0,1189.0,463.0,5597.0,8670.0
2025-05-23 15:00:00-05:00,2025-05-23 20:00:00+00:00,2025-05-23 16:00:00-05:00,2025-05-23 21:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16115.0,1213.0,462.0,5645.0,8795.0
2025-05-23 16:00:00-05:00,2025-05-23 21:00:00+00:00,2025-05-23 17:00:00-05:00,2025-05-23 22:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16315.0,1215.0,467.0,5692.0,8941.0
2025-05-23 17:00:00-05:00,2025-05-23 22:00:00+00:00,2025-05-23 18:00:00-05:00,2025-05-23 23:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16307.0,1229.0,463.0,5649.0,8966.0
2025-05-23 18:00:00-05:00,2025-05-23 23:00:00+00:00,2025-05-23 19:00:00-05:00,2025-05-24 00:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16320.0,1249.0,513.0,5612.0,8946.0
2025-05-23 19:00:00-05:00,2025-05-24 00:00:00+00:00,2025-05-23 20:00:00-05:00,2025-05-24 01:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16470.0,1265.0,560.0,5642.0,9003.0
2025-05-23 20:00:00-05:00,2025-05-24 01:00:00+00:00,2025-05-23 21:00:00-05:00,2025-05-24 02:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,16236.0,1268.0,551.0,5564.0,8853.0
2025-05-23 21:00:00-05:00,2025-05-24 02:00:00+00:00,2025-05-23 22:00:00-05:00,2025-05-24 03:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,15407.0,1239.0,558.0,5294.0,8316.0
2025-05-23 22:00:00-05:00,2025-05-24 03:00:00+00:00,2025-05-23 23:00:00-05:00,2025-05-24 04:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,14648.0,1228.0,560.0,5049.0,7811.0
2025-05-23 23:00:00-05:00,2025-05-24 04:00:00+00:00,2025-05-24 00:00:00-05:00,2025-05-24 05:00:00+00:00,2025-05-23 12:20:38-05:00,2025-05-23 17:20:38+00:00,13710.0,1197.0,536.0,4740.0,7237.0
2025-05-24 00:00:00-05:00,2025-05-24 05:00:00+00:00,2025-05-24 01:00:00-05:00,2025-05-24 06:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,13039.0,1242.0,492.0,4508.0,6797.0
2025-05-24 01:00:00-05:00,2025-05-24 06:00:00+00:00,2025-05-24 02:00:00-05:00,2025-05-24 07:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,12755.0,1222.0,486.0,4456.0,6591.0
2025-05-24 02:00:00-05:00,2025-05-24 07:00:00+00:00,2025-05-24 03:00:00-05:00,2025-05-24 08:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,12505.0,1196.0,477.0,4399.0,6433.0
2025-05-24 03:00:00-05:00,2025-05-24 08:00:00+00:00,2025-05-24 04:00:00-05:00,2025-05-24 09:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,12505.0,1240.0,520.0,4308.0,6437.0
2025-05-24 04:00:00-05:00,2025-05-24 09:00:00+00:00,2025-05-24 05:00:00-05:00,2025-05-24 10:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,12700.0,1245.0,541.0,4400.0,6514.0
2025-05-24 05:00:00-05:00,2025-05-24 10:00:00+00:00,2025-05-24 06:00:00-05:00,2025-05-24 11:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,12981.0,1253.0,539.0,4480.0,6709.0
2025-05-24 06:00:00-05:00,2025-05-24 11:00:00+00:00,2025-05-24 07:00:00-05:00,2025-05-24 12:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,13814.0,1247.0,537.0,4704.0,7011.0
2025-05-24 07:00:00-05:00,2025-05-24 12:00:00+00:00,2025-05-24 08:00:00-05:00,2025-05-24 13:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14127.0,1261.0,546.0,4976.0,7344.0
2025-05-24 08:00:00-05:00,2025-05-24 13:00:00+00:00,2025-05-24 09:00:00-05:00,2025-05-24 14:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14553.0,1260.0,536.0,5120.0,7637.0
2025-05-24 09:00:00-05:00,2025-05-24 14:00:00+00:00,2025-05-24 10:00:00-05:00,2025-05-24 15:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14746.0,1252.0,531.0,5167.0,7796.0
2025-05-24 10:00:00-05:00,2025-05-24 15:00:00+00:00,2025-05-24 11:00:00-05:00,2025-05-24 16:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14518.0,1259.0,507.0,4987.0,7765.0
2025-05-24 11:00:00-05:00,2025-05-24 16:00:00+00:00,2025-05-24 12:00:00-05:00,2025-05-24 17:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14485.0,1266.0,507.0,4909.0,7803.0
2025-05-24 12:00:00-05:00,2025-05-24 17:00:00+00:00,2025-05-24 13:00:00-05:00,2025-05-24 18:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14369.0,1261.0,523.0,4820.0,7765.0
2025-05-24 13:00:00-05:00,2025-05-24 18:00:00+00:00,2025-05-24 14:00:00-05:00,2025-05-24 19:00:00+00:00,2025-05-24 12:20:26-05:00,2025-05-24 17:20:26+00:00,14362.0,1261.0,526.0,4808.0,7767.0
